Country,Region,City,Population,Census_Year,Census_Date,Budget_USD,Actual_Spent_USD,Delay_Days,Census_Status,Supervisor,Households_Surveyed,Field_Workers,Data_Quality_Score
USA,East,City_494,969358,2012,24/06/2012,1460603,1497368.92,162,In Progress,Wei Zhang,9999,12,75.52
South Africa,South,City_426,3641609,2019,22/04/2019,1807183.55,1823720.19,117,,John Doe,8569,13,97.71
UK,South,City_137,3479458,2003,18/11/2003,4421719.14,4422469.49,,Completed,,3373,28,57.46
USA,East,City_78,2259301,2000,19/01/2000,1028028.59,1039656.08,151,Completed,Jane Smith,9090,28,51.54
Brazil,West,City_337,1328724,2012,05/12/2012,1784008.81,1829026.36,0,Cancelled,,2962,39,
Brazil,East,City_333,4898298,2022,08/07/2022,3137432.46,3158755.77,0,Cancelled,Jane Smith,4169,41,95.14
Canada,Central,City_369,1839982,2008,25/02/2008,2018658.43,2028073.06,173,Completed,,6132,28,66.53
South Africa,Central,City_265,3752237,2015,26/04/2015,1705833.13,1719446.97,14,,John Doe,3084,32,51.32
India,Central,City_175,3803356,2012,24/05/2012,4759040.7,4759499.56,,Cancelled,,9732,46,94.87
Brazil,West,City_203,2043842,1997,22/07/1997,1812900.02,1810412.65,0,In Progress,,6107,29,94.34
South Africa,West,City_287,1778449,2018,26/12/2018,3620588.67,3618827.95,,,Jane Smith,3549,24,90.43
UK,East,City_56,2734739,2002,02/07/2002,4578764.36,4624439.48,,,Ali Khan,1761,19,59.76
Germany,Central,City_149,4056246,2004,16/09/2004,543426.11,563552.99,21,Delayed,Wei Zhang,3743,39,
Australia,North,City_155,4405749,2001,03/12/2001,150392.63,163623.25,,Cancelled,Wei Zhang,4911,49,55.65
South Africa,North,City_42,4521426,2012,18/12/2012,1504786.33,1542335.65,0,In Progress,Ali Khan,8459,25,83.81
South Africa,Central,City_147,3958866,2001,10/10/2001,3150978.91,3148830.23,,,,8986,43,72.44
Germany,East,City_199,2959836,1999,16/12/1999,4754168.83,4758131.1,72,In Progress,Ali Khan,6351,27,52.52
Nigeria,East,City_408,3122747,2008,15/08/2008,2262335.57,2295054.56,34,,Jane Smith,8110,29,93.5
India,South,City_431,1324336,2022,25/01/2022,1094612.9,1110934.48,33,Completed,,5120,8,58.89
Australia,West,City_397,1747625,2009,01/02/2009,2280761.62,2311308.56,31,,Jane Smith,275,35,
Canada,East,City_70,3509708,1999,18/06/1999,1735807.29,1755500.41,,Delayed,Ali Khan,9929,25,83.3
USA,Central,City_216,1885024,1998,05/04/1998,4425449.41,4444622.74,0,Cancelled,,7420,26,77.04
India,Central,City_333,2117206,2009,06/08/2009,2923254.06,2942679.27,0,,John Doe,448,46,80.37
Brazil,Central,City_90,,2012,15/11/2012,1167779.49,1169529.32,,Cancelled,,2989,33,52.82
South Africa,East,City_232,1254252,2012,04/07/2012,2102198.27,2135806.98,,Completed,Wei Zhang,7877,17,50.55
China,East,City_29,1401365,2001,25/04/2001,3545024.76,3590190.99,6,,,1986,49,78.44
Germany,Central,City_112,1523956,1998,18/04/1998,3857918.8,3863959.28,0,In Progress,John Doe,3747,31,53.62
China,East,City_300,4043369,1996,16/06/1996,2640588.92,2643609.21,0,In Progress,,4872,48,56.03
China,South,City_378,2219848,1997,25/09/1997,3369381.95,3389226.71,,Delayed,,3019,23,93
South Africa,West,City_153,58296,2008,18/04/2008,280963.35,329174.42,0,Completed,,3566,29,60.32
Germany,East,City_443,2684448,2006,27/11/2006,2057129.38,2082111.6,,,Ali Khan,5406,8,85.77
Brazil,South,City_351,4912233,2021,09/04/2021,3665156.7,3664530.4,0,Cancelled,Ali Khan,2695,43,74.87
USA,North,City_359,3126833,2017,02/05/2017,485768.49,496733.66,0,Delayed,,7305,13,85.96
Australia,North,City_19,2502979,2000,23/01/2000,2065138.51,2091145.51,0,Delayed,,7338,41,99.24
China,Central,City_30,4104045,2013,16/08/2013,2854706.48,2876007.57,168,,Ali Khan,515,4,
UK,West,City_306,4890162,2004,10/01/2004,1951982,1968509.49,0,Cancelled,Jane Smith,1597,10,78.73
USA,North,City_446,3305003,2002,06/01/2002,308075.64,350229.77,,,John Doe,8472,19,90.27
Germany,North,City_381,4908575,2020,06/05/2020,722665.36,736331.24,132,Cancelled,,2496,45,93.44
South Africa,West,City_361,4178543,2018,17/04/2018,2980459.73,3011109.46,123,Unknown,Ali Khan,1672,4,70.45
South Africa,South,City_83,3350160,2016,28/09/2016,1437588.05,1453798.63,81,In Progress,Wei Zhang,520,41,96.56
USA,West,City_273,1464989,2017,20/06/2017,3439772.38,3453285.6,,In Progress,,4196,17,72.17
South Africa,West,City_332,2290077,2008,08/05/2008,4734930.25,4739936.13,147,,Wei Zhang,2958,21,69.7
UK,South,City_69,3902343,1996,26/11/1996,2485661.09,2494007.78,18,,,7777,38,55.35
China,North,City_295,540617,2018,17/11/2018,1873655.45,1918508.96,0,,,4301,48,52.99
Australia,West,City_143,849005,2014,26/03/2014,4881836.26,4904454.78,171,Cancelled,John Doe,1599,2,91.93
UK,North,City_394,3151292,2015,14/07/2015,122161.19,168647.43,,Delayed,,9144,3,77.84
India,South,City_180,2269703,1998,06/01/1998,772505.51,769080.42,144,In Progress,,7822,21,86.5
India,Central,City_193,4788839,2022,04/07/2022,3334922.49,3362356.75,,Cancelled,,906,22,58.92
Nigeria,Central,City_278,4500099,2014,22/03/2014,4072846.12,4083196.93,0,,Jane Smith,3494,2,82.15
China,West,City_78,925337,2013,01/04/2013,556982.86,595253.06,,In Progress,,8422,35,87.82
Germany,East,City_223,3848727,2016,25/04/2016,4043128.91,4074750.28,138,,Ali Khan,2771,6,79.93
South Africa,South,City_39,4504080,1999,11/03/1999,793340.14,838113.07,162,Cancelled,Ali Khan,9687,42,50.34
Germany,South,City_338,629404,2004,25/12/2004,3366295.99,3407844.01,120,Cancelled,,8520,47,66.89
India,Central,City_357,3859170,1999,01/04/1999,3200614.32,3211782.64,76,,John Doe,3112,18,54.04
USA,North,City_185,3479561,2004,10/12/2004,50934.83,89908.65,,Cancelled,,5344,47,98.11
India,West,City_341,4712245,2020,27/02/2020,4169014.94,4201286.13,29,,John Doe,1126,31,
Germany,North,City_414,1483301,2002,13/01/2002,3908817.09,3948111.25,,,Wei Zhang,629,37,
Australia,North,City_239,741914,2007,08/12/2007,410273.98,418084.09,0,Cancelled,Jane Smith,3112,40,78.58
South Africa,North,City_242,4881719,2019,19/01/2019,3204313,3224336.9,,Completed,John Doe,8040,10,88.12
South Africa,North,City_200,192161,2021,19/07/2021,1471868.95,1487850.03,0,,John Doe,9969,27,75.84
China,North,City_139,3107816,2011,25/10/2011,933270.23,930238.38,,,Ali Khan,1948,11,67.68
Nigeria,South,City_111,234391,2014,15/01/2014,153539.68,199186,,,,6947,8,62.75
Brazil,West,City_340,4030029,2022,15/02/2022,2719996.6,2728492.95,88,Completed,Ali Khan,8128,16,98.17
UK,North,City_178,2612160,2005,07/09/2005,902646.93,929544.03,,Completed,Ali Khan,1545,1,77.7
Nigeria,Central,City_150,2126844,1998,15/05/1998,1320237.15,1354267.34,54,Cancelled,Wei Zhang,4184,44,68.11
Australia,West,City_247,1527361,2000,07/05/2000,2023383.33,2025506.27,,Cancelled,Wei Zhang,422,12,
Nigeria,North,City_312,2884638,2022,21/06/2022,1095942.01,1098916.23,,,,4613,37,90.44
Australia,West,City_41,1951451,2015,22/03/2015,706894.32,723781.21,3,Completed,Ali Khan,5665,22,66.69
China,East,City_327,4513035,2013,01/05/2013,,2976142.91,0,,Jane Smith,7892,22,96.39
UK,West,City_320,2778209,1998,25/02/1998,3236770.27,3246247.93,0,Cancelled,John Doe,7035,45,
South Africa,East,City_363,4006979,2000,04/07/2000,3254647.31,3281578.58,1,Delayed,,1844,35,66.88
USA,Central,City_328,1400333,2011,25/02/2011,2939340.32,2939382.53,102,,,2457,15,51.51
Australia,South,City_20,537735,2019,08/10/2019,2504064.08,2544508.48,54,In Progress,Ali Khan,2705,3,69.36
Germany,East,City_303,,2002,20/07/2002,4130900.95,4143651.79,,In Progress,John Doe,7579,31,92.42
Nigeria,South,City_62,2024185,2013,23/09/2013,401760.05,397833.56,0,In Progress,,9834,9,53.56
South Africa,East,City_125,512044,2016,06/04/2016,3292331.77,3319524.94,0,,,2822,25,65.92
Brazil,Central,City_145,2002278,2018,23/10/2018,269815.51,296784.23,0,Completed,John Doe,8627,46,
South Africa,South,City_174,1092015,2019,11/03/2019,1015343.07,1029600.06,82,In Progress,Ali Khan,6125,27,
Nigeria,East,City_486,2966765,2002,09/07/2002,3187106.05,3202143.02,0,Delayed,John Doe,9398,30,80.56
India,South,City_84,3922061,2002,18/07/2002,3572295.37,3604021.38,7,,,2533,10,
Brazil,Central,City_199,2074186,2018,05/02/2018,3632840.33,3646585.43,14,Cancelled,Ali Khan,2313,30,53.5
Nigeria,East,City_109,1201167,2020,25/09/2020,4564155.84,4586619.67,0,Cancelled,John Doe,1364,15,66.32
India,East,City_87,2808936,2003,03/11/2003,828018.71,857617.48,0,,John Doe,9867,13,62.05
China,North,City_145,1155124,2022,27/06/2022,3418981.66,3447299.94,47,In Progress,,1332,22,67.68
UK,West,City_199,4654806,2014,18/12/2014,3516173.32,3559780.15,148,Cancelled,,8762,15,69.38
India,South,City_94,4198483,2011,05/09/2011,4976657.59,4987230.99,,Cancelled,Ali Khan,6553,25,78.14
South Africa,South,City_214,3807427,2005,26/11/2005,322988.26,331026.91,0,In Progress,,4112,46,84.17
Australia,North,City_215,1451077,2012,26/08/2012,2535900.25,2577174.68,83,Cancelled,Jane Smith,7272,30,91.58
USA,West,City_273,1964229,2020,07/11/2020,502412.2,517522.16,,Delayed,Wei Zhang,2432,39,84.27
South Africa,North,City_418,4257005,2017,02/11/2017,4301355.47,4309846.63,0,,Jane Smith,6385,1,65.57
UK,South,City_352,2428016,2009,21/11/2009,4637795.08,4633160.63,36,,Wei Zhang,7902,8,
Nigeria,Central,City_24,2582727,2022,28/10/2022,714082.3,756440.95,0,In Progress,,3573,45,95.65
India,West,City_423,4567915,2015,23/07/2015,1310127.95,1313095.15,,,Jane Smith,3308,3,92.12
India,South,City_223,4507796,2010,01/02/2010,4743033.41,4787614.28,85,Delayed,,748,27,70.61
China,West,City_70,2010025,2012,21/01/2012,1966934.65,2014129.93,93,Delayed,,1348,11,81.24
China,North,City_52,3429944,2018,03/01/2018,4889139.93,4893303.69,,Delayed,John Doe,5557,31,82.9
South Africa,East,City_220,95388,1997,26/08/1997,4285316.44,4332416.75,32,Delayed,,2169,3,
Germany,East,City_297,656002,2019,18/01/2019,1923186.27,1946061.8,0,,Wei Zhang,8595,7,76.66
Brazil,South,City_386,728567,1998,05/03/1998,2953955.45,2962626.33,164,,Jane Smith,1968,17,87.14
South Africa,Central,City_89,4394048,2019,17/04/2019,2191419.79,2199459.81,,Delayed,Ali Khan,9511,50,80.53
Australia,West,City_54,2228697,2003,25/11/2003,2019161.53,2017378.07,22,Delayed,John Doe,7003,44,77.87
India,South,City_446,2637754,2001,05/01/2001,2360156.22,2360980.8,0,Delayed,John Doe,5168,24,68.27
South Africa,South,City_130,1295555,2010,07/06/2010,1205818.42,1234824.75,72,,Wei Zhang,742,23,61.14
Australia,West,City_100,928192,2019,21/10/2019,49810.04,67981.13,0,In Progress,Ali Khan,3147,28,66.4
Nigeria,South,City_467,414214,2018,06/07/2018,4767405.66,4812218.16,26,In Progress,Jane Smith,7320,44,90.09
Brazil,East,City_274,1486716,2016,15/01/2016,3313959.53,3320633.18,118,,,2835,23,79.59
USA,West,City_37,3980621,2011,07/10/2011,3288103.15,3292194.77,103,In Progress,,1319,24,80.93
India,East,City_479,1663899,2021,24/07/2021,4421046.33,4420367,0,Cancelled,,5567,14,77.23
Canada,East,City_323,2806474,2011,15/02/2011,754765.07,771126.01,0,Cancelled,Ali Khan,5238,31,96.38
India,South,City_117,505949,2009,26/07/2009,4000423.3,4016168.95,0,Cancelled,,5226,1,76.89
India,West,City_258,429738,2020,26/05/2020,4113600.44,4125933.55,0,Delayed,,9514,39,60.77
Brazil,Central,City_268,4096480,1998,19/03/1998,2802564.89,2817062.56,,Delayed,,5834,1,75.71
South Africa,West,City_135,623175,2002,02/05/2002,1605404.41,1619082.87,77,In Progress,Ali Khan,206,45,83.4
Australia,South,City_305,503441,2011,06/09/2011,766818.63,805915.24,,In Progress,John Doe,5430,18,66.08
USA,East,City_99,3025315,2003,09/05/2003,2962520.77,2958968.95,75,Delayed,Jane Smith,6053,13,80.1
Brazil,Central,City_191,4929029,2021,04/11/2021,1363479.41,1374946.42,0,In Progress,Wei Zhang,2135,2,54.36
Germany,South,City_267,3835564,2001,02/08/2001,2312716.85,2311135.44,111,In Progress,Jane Smith,3095,19,60.37
Australia,East,City_4,1206558,2009,24/01/2009,900190.64,903732.71,33,In Progress,Wei Zhang,6637,7,79.45
USA,Central,City_433,4177329,1998,05/10/1998,4661627.39,4673695.45,0,,Jane Smith,814,50,66.64
Germany,Central,City_357,2717372,2022,02/08/2022,1439255.31,1488794.04,,,,5620,49,66.29
Brazil,Central,City_103,1679784,2001,14/01/2001,4569148.09,4586402.05,,Completed,John Doe,6415,46,92.24
South Africa,East,City_175,1764354,2005,13/05/2005,3836781.84,3851392.54,,Completed,Jane Smith,9041,6,68.27
India,East,City_422,1216200,2022,14/08/2022,4173010.24,4174225.1,64,In Progress,Ali Khan,4667,3,51.45
UK,East,City_420,,2019,21/12/2019,2395573.89,2443932.12,88,,,4514,21,83.88
UK,South,City_401,975427,2019,15/10/2019,4723245.7,4771102.41,0,Completed,Wei Zhang,8216,25,92.77
South Africa,North,City_146,1072208,2022,05/11/2022,167192.83,182287.08,85,In Progress,Ali Khan,7656,44,56.63
Germany,North,City_211,227693,2014,04/10/2014,1534444.29,1565374.18,0,Cancelled,,9751,26,
Canada,North,City_185,1146458,2001,22/05/2001,4687745.33,4731353.24,0,In Progress,Ali Khan,3819,41,72.44
Germany,East,City_275,2180787,2014,28/10/2014,3007676.14,3017153.1,83,Completed,John Doe,5712,8,72.38
Nigeria,East,City_51,3190379,1996,11/11/1996,1168731.84,1164271.66,0,Delayed,Wei Zhang,1855,26,92.16
China,East,City_2,1987387,2016,12/07/2016,3837485.14,3833564.39,0,,Ali Khan,2294,35,
USA,East,City_94,4134177,2001,24/03/2001,3517229.5,3553715.76,,In Progress,Ali Khan,4469,15,65.41
Australia,South,City_235,2839473,2012,09/10/2012,3745072.29,3795072.2,0,Cancelled,,9320,8,61.45
Brazil,North,City_485,1106546,2010,01/05/2010,2001475.84,2039155.78,0,,,8770,45,80.72
Brazil,East,City_136,4515402,2020,12/06/2020,3346665.24,3385361.63,,Cancelled,,5325,6,70.84
Brazil,East,City_181,3524478,2022,28/05/2022,845768.71,852300.85,157,Cancelled,,8717,43,86.14
USA,South,City_207,1174073,2003,08/04/2003,1444114.37,1487425.32,0,Delayed,,2280,22,51.89
Germany,North,City_242,3276054,2003,15/03/2003,2696821.89,2738214.37,89,Cancelled,Ali Khan,990,15,59.37
UK,Central,City_118,1587881,2012,02/09/2012,478155.05,506954.5,0,Unknown,Wei Zhang,1367,49,62.53
Brazil,South,City_327,249342,2017,06/07/2017,2277691.09,2293390.55,81,Cancelled,Wei Zhang,2497,23,76.87
USA,East,City_268,2471157,2003,18/11/2003,160791.45,168847.48,61,,Ali Khan,8724,34,97.82
UK,Central,City_149,4237443,2022,09/09/2022,3268105.63,3271648.31,,In Progress,,2428,2,57.39
USA,East,City_150,574064,2020,22/11/2020,3466694.89,3483219.97,0,Cancelled,,6850,46,94.17
Canada,East,City_287,4423377,2016,25/07/2016,,2721214.69,,Delayed,Wei Zhang,427,34,87.51
Germany,Central,City_55,748451,2020,03/09/2020,4971258.66,4982335.56,,,John Doe,9675,32,51.91
South Africa,North,City_198,1010178,2017,18/03/2017,3613066.45,3645104.14,7,Completed,Wei Zhang,1239,38,65.59
UK,East,City_305,2408487,2005,17/09/2005,3263783.11,3287230.05,,Delayed,,313,32,98.35
India,West,City_249,4637717,1997,12/05/1997,397242.79,440726.95,0,,Ali Khan,746,35,52.2
Brazil,East,City_339,4953458,2010,11/12/2010,2920704.08,2915785.99,0,,,524,14,
China,West,City_158,4557197,2002,01/07/2002,4505240.52,4549614.02,136,,,5805,10,63.58
South Africa,Central,City_403,2472565,2014,14/06/2014,4632015.75,4666693.55,,,,7577,13,57.78
USA,South,City_383,4904881,2000,11/04/2000,1367057.05,1394083.49,81,Cancelled,John Doe,4777,10,85.06
South Africa,South,City_62,4592474,2009,14/12/2009,2867171.92,2889655.81,160,In Progress,Ali Khan,8451,17,73.15
UK,North,City_233,2720283,2000,17/06/2000,4559648.38,4565069.9,0,Completed,John Doe,3321,1,92.36
Australia,West,City_446,172364,2021,14/07/2021,4267107.84,4303542.42,0,Completed,John Doe,7949,1,
Germany,East,City_254,1429705,2004,25/10/2004,1700836.34,1731693.59,,Delayed,Wei Zhang,2780,30,69.63
UK,South,City_239,2740462,2020,17/06/2020,2549760.19,2548041.9,0,Completed,Jane Smith,9878,11,76.16
USA,East,City_317,4832561,2022,04/01/2022,2707484.42,2712003.79,0,Completed,Jane Smith,6269,34,79.77
South Africa,West,City_215,3285304,2006,22/05/2006,556016.73,603227.43,103,In Progress,John Doe,3110,17,56.75
Canada,North,City_172,813145,2010,13/05/2010,2736239.42,2767496.49,,,,4190,46,57.41
South Africa,South,City_100,2756367,1998,01/05/1998,764413.38,764013.04,0,Cancelled,Wei Zhang,1778,8,75.35
Canada,West,City_315,588829,2004,05/03/2004,443540.47,444655.52,,Completed,Wei Zhang,8952,29,78.28
South Africa,East,City_4,112679,2013,21/04/2013,1622376.65,1634737.75,0,Completed,,5992,1,50.59
South Africa,East,City_27,2155660,2007,13/06/2007,2632626.92,2670596.01,,Completed,Jane Smith,9360,48,53.99
India,Central,City_117,269957,2018,27/06/2018,54966.29,66649.03,176,Cancelled,,4682,7,50.57
Germany,Central,City_339,109961,1998,17/05/1998,805192.22,822796.47,0,,Ali Khan,3644,18,76.12
Germany,North,City_15,1036223,1999,20/12/1999,4899723.78,4899986.29,,,,9441,44,
Canada,South,City_268,3602366,2017,07/01/2017,1345059.86,1343895.85,,Completed,Ali Khan,671,38,84.18
Germany,North,City_374,3421596,2010,11/04/2010,4800409.12,4844889.42,,Cancelled,Wei Zhang,6517,47,
Nigeria,North,City_45,4068442,2018,22/07/2018,367486.92,409650.17,105,In Progress,Wei Zhang,8454,24,85.75
UK,East,City_272,4646845,2002,02/07/2002,3752697.06,3774337.21,95,In Progress,John Doe,9025,39,86.93
South Africa,Central,City_89,121523,2022,20/08/2022,3330115.81,3350436.94,123,Delayed,Jane Smith,2932,5,
Brazil,East,City_329,3473964,2005,18/11/2005,4519071.62,4535493.13,0,In Progress,John Doe,3236,7,
Australia,Central,City_162,,2018,15/05/2018,1147752.82,1172946.46,0,,Jane Smith,8676,3,92.51
USA,East,City_74,4281556,2009,25/01/2009,415922.38,455624.65,0,Cancelled,,3821,13,98.43
Brazil,East,City_435,143199,2012,27/09/2012,4314919.76,4332279.77,0,Delayed,,288,33,51.68
China,West,City_434,2739892,2020,28/12/2020,4491699.75,4506750.61,0,In Progress,,1985,28,68.67
Canada,North,City_10,718772,2021,07/08/2021,1150979.68,1156564.48,,In Progress,Jane Smith,6570,21,82.07
Brazil,East,City_114,1053379,2019,04/01/2019,3274710.58,3279981.57,0,In Progress,,2581,19,
USA,West,City_298,2581237,2011,17/06/2011,4862062.92,4876856.3,0,Delayed,John Doe,8806,43,
China,North,City_12,4456189,2017,13/03/2017,1309721.25,1316933.42,0,Delayed,,7669,32,79.21
Nigeria,East,City_337,1964683,2005,28/12/2005,1932044.75,1959662.21,152,Completed,,3572,43,66.59
USA,South,City_359,564877,2005,12/01/2005,3158601.27,3192878.2,56,In Progress,Ali Khan,1098,42,83.2
UK,North,City_311,4820988,2001,06/02/2001,951349.98,968235.73,0,,,3645,40,74.38
Canada,East,City_333,2873885,2015,20/10/2015,749807,764076.04,,Delayed,Jane Smith,8463,21,82.7
UK,North,City_261,4394352,2014,27/01/2014,3609689.57,3634558.35,0,,Wei Zhang,3312,3,
South Africa,West,City_323,3088727,2003,14/05/2003,2585006.86,2591826.2,,Delayed,,9487,33,80.01
Nigeria,South,City_355,4847639,2006,26/08/2006,1175465.69,1225047.58,0,Delayed,,623,43,66.57
Canada,North,City_356,2714152,2000,09/09/2000,357151.35,404777.51,136,Completed,Wei Zhang,2667,21,72.55
Nigeria,South,City_485,327213,2022,14/08/2022,904657.64,947818.55,0,Delayed,Wei Zhang,8674,41,
India,South,City_133,2571694,2004,15/08/2004,2814136.66,2853053.68,51,,Wei Zhang,2633,1,52.07
Nigeria,North,City_477,435481,1999,13/12/1999,478572.81,497985.66,,,John Doe,9905,37,81.42
China,South,City_96,4941426,1996,16/01/1996,1289467.42,1295163.45,0,Cancelled,,5663,20,
Brazil,Central,City_98,4812240,2016,28/12/2016,175593.4,191649.63,59,Completed,Jane Smith,1546,11,55.87
Germany,North,City_270,560068,2001,02/05/2001,3873714.82,3885611.87,,,John Doe,8569,20,71.78
Brazil,North,City_491,4020884,2010,22/08/2010,2979497.02,3001094.56,,,Ali Khan,3864,24,93.03
UK,South,City_34,1175027,2001,28/03/2001,2622280.2,2630606.98,0,Cancelled,Ali Khan,8361,16,50.21
USA,East,City_280,1004903,2010,12/10/2010,1798223.84,1837677.47,32,Cancelled,Wei Zhang,9713,32,86.67
USA,East,City_348,1924797,2021,08/01/2021,143899.49,188207.06,0,Cancelled,,6352,5,86.99
Canada,West,City_112,944793,1996,27/01/1996,3954214.18,3987331.84,0,,Jane Smith,5741,29,93.99
Nigeria,South,City_444,4120004,2014,09/04/2014,4277360.35,4283667.66,0,,Jane Smith,6993,13,
South Africa,East,City_39,984706,2012,15/12/2012,3084233.27,3123047.06,,Delayed,Jane Smith,8564,30,73.58
Germany,West,City_356,3838530,2011,28/07/2011,3817296.46,3833786.66,0,,,7191,3,78.91
Nigeria,North,City_201,155886,2019,13/03/2019,1798560.26,1822933.23,3,Completed,John Doe,2808,50,91.23
South Africa,South,City_321,3853675,2004,22/10/2004,4064049.37,4096654.05,164,Delayed,John Doe,2462,2,74.06
USA,North,City_159,2796885,2021,17/10/2021,4212561.29,4237670.48,,,,9796,10,
Nigeria,East,City_344,3496955,1998,23/12/1998,3065099.75,3114702.8,65,Completed,Wei Zhang,5572,4,58.76
Nigeria,Central,City_81,442942,2019,28/09/2019,2334397.31,2333247.51,26,Delayed,,5390,38,72.48
Germany,East,City_421,3789274,2005,11/07/2005,2138661.74,2136382.53,0,Completed,Ali Khan,9361,19,91.8
South Africa,South,City_260,654990,2000,07/09/2000,689099.72,732213.42,0,,,6372,22,88.43
Australia,Central,City_339,303819,2019,14/10/2019,3664609.8,3659775.01,0,In Progress,Jane Smith,5118,34,68.34
Canada,North,City_407,4914516,2009,08/07/2009,876049.07,896871.67,0,Completed,John Doe,5609,29,77.29
South Africa,East,City_74,3990403,1999,26/02/1999,312875.53,317890.68,0,In Progress,Jane Smith,444,27,88.59
